,osm_id,name,token,phones,long,lat,st_geometrytype,review_cnt,latlong
135,1002848329,لبنیات سنتی اصالتی لیقوانی,5inzHhwpAHaL0d,,51.2882853,35.7417402,ST_Point,0,"(35.7417402, 51.2882853)"
136,1015647170,شرکت گالینا,3v9l8Eq2896kbS,"{02122258791,02122258792}",51.4302838,35.7599783,ST_Point,1,"(35.7599783, 51.4302838)"
137,1013846408,بانک صادرات,3bd069Ld6054W5,{05632143460},59.711749,33.161595,ST_Point,0,"(33.161595, 59.711749)"
138,1013846411,بانک صادرات,52n0Id33cdWgjy,{05632593210},59.233463,33.33227,ST_Point,0,"(33.33227, 59.233463)"
139,1013846412,بانک صادرات,4k5lCS7ueKWlp5,{05632753310},58.295702,34.104927,ST_Point,0,"(34.104927, 58.295702)"
140,1013846413,بانک صادرات,PyonHmD40m4Ha6,"{05632120260,05632120595}",60.027529,32.91411,ST_Point,0,"(32.91411, 60.027529)"
141,1013846418,بانک صادرات,6T5FeNrfsELICq,"{05632603314,05632603815}",60.013639,31.807898,ST_Point,0,"(31.807898, 60.013639)"
142,1003018757,فروشگاه افق کوروش شعبه بلوار امام خمینی بومهن,4lKbFyfeB9zOBI,{09124868716},51.867981,35.731894,ST_Point,2,"(35.731894, 51.867981)"
143,1013846420,بانک صادرات,PsEwNxyVXM09mx,"{05632789011,05632789012}",57.428175,33.868466,ST_Point,0,"(33.868466, 57.428175)"
144,1013846430,بانک کشاورزی,PJErpzxYQVgSS2,"{05632743865,05632743373}",58.217033,34.043607,ST_Point,0,"(34.043607, 58.217033)"
145,1013846438,بانک کشاورزی,6Jc6yzuCDKL1AG,"{05632543284,05632542200,05632543224}",58.812875,34.020314,ST_Point,1,"(34.020314, 58.812875)"
146,1001416745,نانوایی لواشی,16RRROQZ1eHBLa,,51.5460471,35.7493781,ST_Point,1,"(35.7493781, 51.5460471)"
147,367724288,شهرک مسکونی توسعه نیشکر,451N0zhwh1cdNV,,48.62972419,31.29990289,ST_Polygon,1,"(31.29990289, 48.62972419)"
148,1015591058,آهنگری شریف آهی,4rzwqOpXgZ3z1b,{09127604178},51.9618439,35.7612635,ST_Point,0,"(35.7612635, 51.9618439)"
149,1003051828,خوابگاه دانشگاه یزدان پناه,6q0qYpekjwJTQr,,47.011755,35.336706,ST_Point,0,"(35.336706, 47.011755)"
150,367724300,مسجد بالا,1DMXrUW1apmqoX,,53.22107021,30.42405053,ST_Polygon,0,"(30.42405053, 53.22107021)"
151,1015647179,سوپر مارکت علی اکبرزاده,6yXspQ1HlhiXgj,,45.6624282,38.8278502,ST_Point,0,"(38.8278502, 45.6624282)"
152,1015647148,ملو کافی melocoffee,1H5R9o56se3W9O,,59.1974052,36.572469,ST_Point,0,"(36.572469, 59.1974052)"
153,1015647153,جراح ومتخصص گوش وحلق وپلاستیک بینی,Pz8Qo6W8d30Bdw,,50.9930329,35.8196382,ST_Point,0,"(35.8196382, 50.9930329)"
154,1013498826,دبستان امام حسین,5bGUNspgD2HRjy,{05832253060},57.33462,37.4563886,ST_Point,1,"(37.4563886, 57.33462)"
155,1015647147,ملو کافی,7dn9fuQgCRYt0q,{05138326700},59.1974426,36.5724466,ST_Point,0,"(36.5724466, 59.1974426)"
156,1015647180,درمانگاه,2NVOCGcYhCgS4q,,51.5196643,35.7817193,ST_Point,0,"(35.7817193, 51.5196643)"
157,1013846448,بانک ملت,5lDkfuHNUdXtjv,"{05632543245,05632543080}",58.812542,34.022562,ST_Point,0,"(34.022562, 58.812542)"
158,1013846450,بانک ملت,1daFErSYcCk0g7,"{05632662527,05632662525}",59.799373,32.573263,ST_Point,0,"(32.573263, 59.799373)"
159,1014071615,مارکت اندیشه 2,4BQE5HlUa3Z1XF,{09378018457},51.7770212,32.4925212,ST_Point,2,"(32.4925212, 51.7770212)"
160,1013846452,بانک ملت,6L8FzBKKyHq81x,"{05632842991,05632842995,05632842992,05632842990}",57.512961,33.288085,ST_Point,0,"(33.288085, 57.512961)"
161,1015647173,سایت مسکن خلخال دشت,1qpbEyINu1oO56,{09125615659},50.2554042,37.2300727,ST_Point,0,"(37.2300727, 50.2554042)"
162,1002848369,نان سنگک ارم,4BkofRcOiyVqIU,,51.2895818,35.7294844,ST_Point,1,"(35.7294844, 51.2895818)"
163,1014269876,انبار لوازم خانگی,2Sk5TWMMRdHxwB,{09920450774},51.3182007,35.5017733,ST_Point,1,"(35.5017733, 51.3182007)"
164,1001432320,سوپرمارکت سالار دریانی,4yjNUsmEYSF9x8,{02144174531},51.301769,35.718947,ST_Point,3,"(35.718947, 51.301769)"
165,1002848372,خودپرداز بانک پاسارگاد,26ya1D3CUwvevv,,51.2894715,35.729643,ST_Point,0,"(35.729643, 51.2894715)"
166,1003028156,اداره اموزش و پرورش کنگان,6la6u9LeEYFAq9,{07737222125},52.0614671,27.8364306,ST_Point,1,"(27.8364306, 52.0614671)"
167,1001961467,نگارستان خط انجمن خوشنویسان شعبه جنت آباد,6AvNm2RBMmyK5l,{09900128911},51.304134,35.770155,ST_Point,1,"(35.770155, 51.304134)"
168,1013846453,بانک ملت,4GC5tUNxAItYeE,"{05632852600,05632852300,05632853557}",56.928396,34.367227,ST_Point,0,"(34.367227, 56.928396)"
169,1002848404,دبیرستان دخترانه اسلامی سیره امام علی(ع),54oZOVJ3EL9Aei,,51.293695,35.731455,ST_Point,0,"(35.731455, 51.293695)"
170,1002848442,سوپرمارکت امید‍,3vjz79CTypzXcy,{02144167808},51.2944074,35.732279,ST_Point,0,"(35.732279, 51.2944074)"
171,1015576339,مجتمع مسکونی سروستان,3U1ACkxBj8e1QM,,51.2942566,35.7747705,ST_Point,0,"(35.7747705, 51.2942566)"
172,1003131002,پلیس راه سه راهی دامنه,PgsfOglm4wvYnZ,,50.494945,33.0345533,ST_Point,1,"(33.0345533, 50.494945)"
173,1002848452,مهد کودک و پیش دبستانی اسباب بازی,5msIsQmMxvQqyC,{02144412506},51.3051693,35.7502306,ST_Point,0,"(35.7502306, 51.3051693)"
174,1002848456,داروخانه دکتر خلیلی جهرمی,5DeJTkC5HhoaGl,{02144482325},51.306477,35.750542,ST_Point,1,"(35.750542, 51.306477)"
175,1002848466,سوپرمارکت باران,1YEzRI3v5H22ax,{02144628235},51.3062722,35.7513562,ST_Point,1,"(35.7513562, 51.3062722)"
176,1002848475,مدرسه راهنمائی پسرانه دولتی امام سجاد,1jlbquFwiQL8Eb,{02144404065},51.309758,35.751861,ST_Point,0,"(35.751861, 51.309758)"
177,1002848485,لبنیات سنتی دامداران یزدی,3BH9VrHMNpXdK5,{0210214437637},51.3060651,35.7503632,ST_Point,0,"(35.7503632, 51.3060651)"
178,1002848519,عطاری لاله,7dLU6G48AuC3Lf,{02144427255},51.312092,35.746157,ST_Point,2,"(35.746157, 51.312092)"
179,1013846454,بانک ملی,5u7wB4NFDZYZp5,,60.234025,32.997501,ST_Point,0,"(32.997501, 60.234025)"
180,1002848521,خودپرداز بانک سامان,2RtJLxuBlxqDKw,,51.311043,35.744946,ST_Point,0,"(35.744946, 51.311043)"
181,1013846456,بانک ملی,1LvUTUboXRjKxi,,60.014735,31.808701,ST_Point,0,"(31.808701, 60.014735)"
182,1003130902,پست بانک,4FHtGbmbEh8YwA,{03157362000},50.4888728,33.0180801,ST_Point,0,"(33.0180801, 50.4888728)"
183,367734664,شیرینی گل سرخ,6EF8bHpRhE4dpA,,46.28738454,38.10722769,ST_Polygon,1,"(38.10722769, 46.28738454)"
184,1011193517,ایستگاه مترو محمد شهر (ماهدشت),PBBajt5fx2i2NB,,50.964708,35.802048,ST_Point,5,"(35.802048, 50.964708)"
